start	end	text
2336400	2337400	Продолжение следует...
2337400	2338400	Продолжение следует...
2338400	2339400	Продолжение следует...
2339400	2340400	Продолжение следует...
2340400	2341400	Продолжение следует...
2341400	2342400	Продолжение следует...
2342400	2343400	Продолжение следует...
2343400	2344400	Продолжение следует...
2344400	2345400	Проще производственные...
2345400	2346400	Какие-то показатели...
2346400	2348400	Которые нормируются...
2348400	2349400	По экономике...
2349400	2351400	И когда вы загружаете показатели...
2351400	2353400	Там надо будет нажать...
2353400	2354400	Всего несколько кнопок...
2354400	2356400	Вот в принципе платформа доступна...
2356400	2357400	Перетащить...
2357400	2358400	Рассчитать экономику...
2358400	2359400	Кнопка нажмется...
2359400	2361400	Ну и кнопка, например...
2361400	2362400	Она автоматически перебрасывается...
2362400	2363400	Сохранить расчет...
2363400	2365400	То есть если серию расчетов делаете...
2365400	2367400	То в принципе эти расчеты...
2367400	2368400	Потом можно будет в конце...
2368400	2369400	Вот здесь вот уже посмотреть...
2369400	2371400	Разный набор расчетов...
2371400	2373400	Как выгоняли их...
2373400	2375400	И сделать, например...
2375400	2376400	Какую-то свою аналитику решений...
2376400	2378400	То есть это я так делал...
2378400	2380400	Потому что мне нужно было всегда видеть...
2380400	2383400	Какая скважина меня вытягивает фонд...
2383400	2384400	Ну это скважина...
2384400	2386400	Принцип Парета, наверное, знаете...
2386400	2389400	20% скважины дает 80% результатов...
2389400	2391400	Вот этот принцип, чтобы учитывать...
2391400	2393400	И работать именно с зелеными скважинами...
2393400	2395400	Ну вот отдельная вкладка с аналитикой решений есть...
2395400	2397400	Тут же есть методика...
2397400	2398400	Как работает и считается экономика...
2398400	2401400	То есть в принципе этот файл вам будет передан...
2401400	2402400	Для того, чтобы вы на нем могли считать...
2402400	2407400	И в принципе с экономикой вопросов у команд не возникало...
2407400	2410400	Потому что больше, что требуется от команд в рамках Катона...
2410400	2415400	Это именно получить рабочий прототип по решению...
2415400	2417400	Который в принципе был озвучен...
2417400	2419400	Управленческое решение...
2419400	2420400	Так, это я весь экран поставлю...
2420400	2423400	Управленческое решение должно быть одновременно физически реализуемым...
2423400	2427400	Технологически корректным и экономически оправданным на расчетном горизонте...
2427400	2429400	Физически реализуемым...
2429400	2431400	Здесь я как раз про это проговаривал...
2431400	2433400	То есть...
2433400	2435400	Что модели, которые будут...
2435400	2437400	Должны быть построены...
2437400	2440400	Они не должны являться...
2440400	2441400	Скажем...
2441400	2442400	Копией гидродинамики...
2442400	2443400	Копией гидродинамики...
2443400	2445400	Но вот такие случаи есть...
2445400	2448400	Но возможно это будет один из подходов тоже...
2448400	2452400	Когда загрузите, например, все кубы с моделей в агента...
2452400	2459400	И агент просто должен будет, зная все кубы, воспроизвести все численные уравнения...
2459400	2460400	Уравнения неразрывности...
2460400	2462400	Уравнения и фильтрации...
2462400	2464400	Ну то есть мы эту задачу себе не ставим...
2464400	2466400	Вы, во-первых, и по времени это не сделаете...
2466400	2468400	Второй симулятор, это навигатор или OPM...
2468400	2470400	Вы не создадите за это время...
2470400	2473400	И это будет тупиковая, наоборот, ветка решения...
2473400	2476400	Потому что вы для себя...
2476400	2481400	Ну, пойдете по пути воспроизвести симулятор, да?
2481400	2487400	Здесь же у нас задача научиться аналитически понимать наш объект разработки...
2487400	2492400	Чтобы потом эти решения тиражировать смогли на производственную практику уже...
2492400	2495400	Когда мы точно так же берем промысловые показатели...
2495400	2499400	Но они у нас уже не могут быть сгенерированы в тысячи вариаций разных...
2499400	2502400	Для этого у нас была модель, которую мы заранее сгенерировали...
2502400	2505400	А в производственном контуре мы просто подсадили конкретную историю разработки...
2505400	2507400	Сценарий разработки по скважинам...
2507400	2511400	Но агенты уже, в принципе, дальше понимают, насколько была садаптирована модель...
2511400	2516400	Насколько реальная история садится на производственный кейс...
2516400	2519400	Вот этот вот, который нейросеть смогла получить...
2519400	2523400	То есть здесь, поэтому история должна быть такой вот...
2523400	2526400	Физически реализуемой и технологически корректной...
2526400	2529400	То есть в производственных показателях...
2529400	2533400	Там какие ограничения заданы, их тоже следует учитывать...
2533400	2536400	Например, давление в 300 атмосфер на нагнетательных скважин ставили...
2536400	2538400	Это тоже не просто так...
2538400	2543400	Потому что выше этого давления на кейсе ничего не произойдет...
2543400	2546400	В жизни произойдет раскрытие трещины...
2546400	2548400	Даже на более ранних давлениях в зависимости от типа коллектора...
2548400	2551400	Где-то 180, где-то 190 даже там может происходить...
2551400	2553400	То есть высокие давления закачки...
2553400	2555400	Это тоже не физически реализуемые вещи...
2555400	2557400	Хотя в модели это все воспроизводится отлично...
2557400	2559400	Но экономически оправданным...
2559400	2563400	Все решения, которые будут управляться по закачке...
2563400	2564400	По логике...
2564400	2566400	Они должны быть экономически обоснованными...
2566400	2568400	Но не просто так, что...
2568400	2571400	Хотя, может быть, вы и доказываете на уровне экономики...
2571400	2573400	Что, например, надо добыть одну воду...
2573400	2575400	Чтобы в другом месте эту воду закачать...
2575400	2577400	Может быть, такое решение тоже будет...
2577400	2578400	Я не подскажу сейчас...
2578400	2582400	Но скажу сразу, что штрафуется вода...
2582400	2584400	Ну, то есть лишняя вода, которая идет в потоке жидкости...
2584400	2586400	Потому что норматив на жидкость идет...
2586400	2588400	И норматив на закачку...
2588400	2590400	То есть потратили деньги, чтобы добыть...
2590400	2591400	Потратили деньги, чтобы закачать...
2591400	2595400	Соответственно, эти затраты двойные мы должны откупить...
2595400	2597400	На ближайшем окружении добывающих скважин...
2597400	2598480	Как минимум...
2598480	2601400	С каким-то коэффициентом 1.1, например, по EDD...
2601400	2603400	Это минимум...
2604240	2604400	Ну, вот...
2605080	2606400	На этом, что хотелось бы сказать...
2606400	2607400	И...
2607400	2609400	Наверное, заключительным слайд...
2609400	2611400	Таким оставить...
2611400	2614400	Все-таки считать объект, связанный системой...
2614400	2616400	Те, кто подходят к нейросетям...
2616400	2618400	Ну, специалисты там, кто машинобучения...
2618400	2620400	Проходили профессиональные...
2620400	2622400	Обучались на курсах разных...
2622400	2623400	Сами строили агентов...
2624400	2625400	Они это понимают...
2625400	2627400	Что система должна быть связана...
2627400	2629400	Агенты должны взаимодействовать между собой...
2629400	2631400	Они должны учитывать физику процесса...
2631400	2633400	То есть про это и говорили...
2633400	2634400	Эту физику процесса...
2634400	2636400	Нужно закладывать сразу в агента...
2636400	2638400	Как вы это заложите...
2638400	2642400	То есть это ваш творческий уже потенциал...
2642400	2643400	Как он будет сделан...
2644400	2647400	Но, в принципе, эту физику надо будет учитывать...
2647400	2650400	Потому что в жизни эта физика работает...
2650400	2651400	Не всегда за нас...
2651400	2652400	Но иногда и против нас...
2652400	2653400	Когда мы ее не учитываем...
2654400	2655400	Соблюдать ограничения...
2655400	2657400	Которые у нас потом в тестовом кейсе возникнут...
2658400	2659400	То есть ограничения...
2659400	2661400	Во-первых, это по давлениям...
2662400	2663400	Ограничения по фонду...
2664400	2666400	Ограничения по закачке...
2666400	2667400	Ну, наверное, все...
2667400	2668400	Больше таких...
2668400	2670400	Я на ограничения пока вот не вспомню...
2670400	2672400	Ну, дополнительно это все будет еще прописано все...
2672400	2674400	Ну, и работать все-таки на ЧДД...
2674400	2676400	То есть мы идем на экономику...
2677400	2678400	Ну, а где нефть, там и экономика...
2679400	2680400	На этом, коллеги, у меня все...
2680400	2682400	Спасибо за внимание...
2682400	2685400	И, в принципе, можем перейти на вопросы...
2685400	2694400	Так, я вижу...
2695400	2698400	Константин Попов задал вопрос...
2698400	2701400	Первый вопрос...
2701400	2702400	Подскажите...
2703400	2704400	Ваша модель...
2705400	2706400	Сиданно синдички нереальные...
2707400	2709400	Так, про первый вопрос...
2710400	2711400	Ну, проговорил...
2712400	2713400	В первом треке...
2714400	2715400	Модели промысловые данные...
2716400	2717400	Они синтетические...
2718400	2719400	Они являются цифровой моделью...
2720400	2721400	Конкретного там месторождения...
2722400	2723400	Игрек мы его назвали...
2724400	2725400	Но ограничение...
2725400	2726400	Логика ограничения...
2726400	2729400	Она сформирована по производственным принципам реальным...
2729400	2731400	То есть это жидкости по лимитам...
2732400	2733400	По насосам ограничения...
2734400	2735400	По инфраструктуре...
2736400	2738400	Так, честные значения ограничения...
2738400	2741400	Их также следует считать параметрами синтетического кейса...
2742400	2743400	То есть это не от нефти...
2744400	2745400	Во втором треке...
2745400	2746400	То, что объект был реальным...
2747400	2749400	Но геология была очень сильно перестроена...
2750400	2751400	Поэтому там тоже полусинтетический...
2752400	2752400	
2753400	2754400	Но фетка скважин реальная...
2755400	2756400	А все остальное...
2756400	2758400	Режимы работы скважин уже сделаны синтетическими...
2759400	2760400	ОФП учитываем или нет?
2761400	2762400	Так...
2763400	2764400	ОФП...
2764400	2766400	Она у вас уже учитывается в расчете гидродинамической модели...
2767400	2768400	То есть в физике расчет она уже учитывается...
2769400	2770400	То есть вы ее не учитывать не сможете...
2771400	2772400	Почему ее следует...
2773400	2774400	Учитывать в явном виде...
2775400	2777400	Так скажем...
2777400	2784400	Ну, потому что она непосредственно определяет характер утечения нефти водой.
2785400	2787400	Динамикам в воднености соотношения, подвижности фаз.
2788400	2791400	Возможно, если у вас в тестовом кейсе...
2792400	2796400	Не в тестовом кейсе, а в модели, когда вы будете генерировать разные режимы работы скважин,
2797400	2803400	возможно, вы поймаете в какой-то момент увеличение добычи нефти без увеличения добычи жидкости.
2803400	2810400	То есть вы поймаете локально невыработанные какие-то зоны, защемленную тупиковую зону какую-то, поймаете случайным образом.
2811400	2816400	Тогда агент просто это запомнит, направление фронтового теснения, и все себе это оставит.
2816400	2820400	Почему больше говорил про УФП так детально?
2820400	2824400	Потому что это, в принципе, стратегия управления режимами работы скважин.
2824400	2830400	То есть когда мы резко начинаем форсировать, мы резко начинаем ободняться.
2830400	2832400	То есть здесь как раз для этих вещей это и говорил.
2833400	2834400	В явном виде, надо ли вам это сдавать или нет?
2835400	2838400	Я думаю, нет, потому что она у вас есть уже в симуляторе.
2839400	2841400	Ну, в том симуляторе, в котором вы будете считать.
2842400	2844400	И там эти данные уже у вас, в принципе, все будут.
2844400	2850400	Во втором треке суррогатная модель, она тоже должна воспроизводить отклики от гидродинамической модели.
2851400	2855400	Поэтому влияние УФП там будет учитываться в обучающих данных, но оно не явно будет учитываться.
2856400	2863400	То есть симулятор уже посчитал это влияние УФП на режимы, на нефть и обводненность.
2864400	2866400	Ну, а вы просто на этих данных обучились.
2867400	2870400	Это на этапе прогнозирования, просто когда режим будете сдавать, эти вещи надо будет учитывать.
2871400	2872400	А отдельно модель УФП строить не надо.
2872400	2873400	УФП строить не надо.
2873400	2874400	Так, третий вопрос.
2874400	2876400	Загрязнение призабойной зоны мы не учитываем.
2877400	2883400	То есть начальная продуктивность или приемистость, она уже определяется тем состоянием, которое в модели сейчас есть.
2883400	2888400	То есть все, больше ничего не меняется, скинфактор не меняется, калиматации зоны призабойной нету.
2888400	2891400	Кислоток и прочего мы здесь не делаем.
2892400	2893400	Аналогично четвертый вопрос.
2894400	2895400	ГТМ и да, опускаем.
2896400	2901400	Ну, классический парк ГТМов, как ГРП, ОПЗ, РИР.
2902400	2905400	Дострелы, зарезка боковых стволов.
2905400	2907400	Мы эту задачу не берем.
2907400	2910400	То есть задача сильно упрощена, задача только управление фондом.
2910400	2911400	Ну и перевод.
2912400	2916400	Управление сосредоточено только на режимах работы скважины.
2916400	2921400	Ну, переключить еще можете добычу в закачку.
2921400	2923400	Либо открыть, закрыть скважину.
2923400	2924400	То есть все.
2924400	2926400	Так, пятый вопрос.
2926400	2929400	Наклона горизонтальных скважин не будет.
2929400	2931400	Агенту их учитывать взаимодействие не нужно.
2931400	2932400	То есть скважины.
2932400	2934400	Они все полунаклонные, полувертикальные.
2934400	2938400	То есть, ну, там не сильно наклонные они.
2938400	2940400	То есть невысокий крадус.
2941400	2945400	И отдельную какую-то модель физическую для взаимодействия вертикальных,
2945400	2948400	наклонно-правлив, горизонтальных скважин разрабатывать не надо.
2948400	2949400	Ну, не столько времени, во-первых.
2950400	2953400	Ну, и во-вторых, эта задача уже более такая узкая дальше будет.
2953400	2959400	Ее можно будет доточить уже под кейс, когда уже будет базовое взаимодействие межскважинное.
2959400	2963400	Так, потом шестой вопрос.
2963400	2969400	Стоимость текущего ремонта скважин при смене типоразмера и цен будет дана?
2969400	2972400	Она уже учтена вот здесь в экономике.
2972400	2974400	То есть, когда показывал.
2974400	2976400	Стоимость смены насоса.
2976400	2979400	Она уже здесь учитывается.
2979400	2980400	Сейчас покажу.
2980400	2984400	Да, вот смотрите.
2984400	2987400	Так, шрифт мелкий, конечно.
2987400	2990400	То есть, она здесь уже учитывается.
2990400	2992400	Установлены ЭЦН по типу размерам.
2992400	2993400	И вот здесь считается количество.
2993400	2994400	Количество ЭЦН.
2994400	2996400	20, 30, 50.
2996400	2999400	Ну, вот здесь она учитывается.
2999400	3003400	Здесь сильно симулятором было так задано, как ЭЦН.
3003400	3005400	Как ЭЦН, какие ЭЦН были заданы.
3005400	3008400	Не сильно большой диапазон.
3008400	3010400	Но, в принципе, табличка есть.
3010400	3011400	Режим работы скважин.
3011400	3015400	В каком диапазоне они работают, в принципе, до смены.
3015400	3018400	Так, что еще?
3018400	3019400	Седьмой вопрос.
3019400	3022400	ОПЕКС не связанный с ремонтом скважины.
3022400	3023400	Учитывать или считать постоянным?
3023400	3028400	Ну, здесь есть ОПЕКС, он из двух частей состоит.
3028400	3029400	Из постоянной части.
3029400	3033400	Это, который считается независимо от того, меняли вы насос, не меняли.
3033400	3035400	Он идет на жидкость и на закачку.
3035400	3038400	На количество скважин еще идет.
3038400	3041400	Два таких, ну, три таких параметра.
3041400	3042400	И переменные.
3042400	3048400	Это в зависимости от того, сделали вы смену насоса или не сделали.
3048400	3049400	То есть в таком виде.
3049400	3053400	То есть в этом случае стоимость выезда бригады, то есть она здесь постоянно цифры считается.
3053400	3056400	То есть поменяли насос, значит, надо бригаду на это посчитать.
3056400	3058400	Бригада у нас в ОПЕКСе считается.
3058400	3060400	И вот она туда ушла.
3060400	3061400	Экономика.
3061400	3062400	Вот.
3062400	3065400	Но не весь ОПЕКС не является константной.
3065400	3068400	То есть в зависимости от того, что за мероприятие.
3068400	3071400	То есть если вы по скважине ничего не делаете, там только идет постоянный ОПЕКС.
3071400	3072400	Так.
3072400	3074400	ОВН и ЭФ.
3074400	3075400	Восьмой вопрос.
3075400	3076400	Да.
3076400	3079400	Не надо углубляться в разные характеристики вытеснения.
3079400	3084400	То есть ободненность, водонефтяной фактор, динамика фронта.
3084400	3088400	Это уже в ходе расчета симулятора у вас получено будет.
3088400	3093400	Физика вытеснения, она точно также уже будет определена фильтрационными костными свойствами,
3093400	3096400	насыщенности, ОПП, вязкости, неодородности.
3096400	3104400	А ВНФ это больше подсвечивал как параметр для обучения агентов как, так скажем,
3104400	3107400	диагностический КПИ, так скажем,
3107400	3112400	который агент понимает, как этот ВНФ меняется, от чего он меняется,
3112400	3114400	какие параметры на него влияют.
3114400	3118400	То есть это как условно можно промежуточно учиться на жидкость.
3118400	3121400	Максимальная жидкость – это значит максимальная НФ, да?
3121400	3123400	Ну, как бы не всегда.
3123400	3127400	И когда вы это агенту объясните, от чего это зависит в ВНФ,
3127400	3129400	гораздо легче будет управлять системой.
3129400	3130400	Вот.
3130400	3137400	Это больше для того, чтобы понимать, что давать агенту для, так скажем, диагностических причин.
3137400	3140400	Так, по газовой шапке.
3140400	3143400	У нас это Black Oil.
3143400	3146400	То есть здесь газовой шапки нету.
3146400	3151400	Так, отдельно газовую шапку к объекту управления мы тоже не рассматриваем.
3151400	3155400	Растворенный газ и фазовое поведение при снижении давления,
3155400	3160400	оно будет учитываться в той же степени, как они заложены вот в Black Oil.
3160400	3164400	То есть, ну, больше ничего не нужно к этому учитывать, влияние там уделения газа.
3164400	3169400	Конечно, была мысль это сделать, добавить как еще одно осложнение.
3169400	3173400	Но, в принципе, если снижаться ниже давление насыщения,
3173400	3177400	хотя у нас там, ну, посмотрите, газовый фактор какой у этих,
3177400	3182400	то сразу там, например, задаваться по другой вязкости.
3182400	3187400	Но до такого уровня пока не делали, потому что, в принципе, задача и так непростая.
3187400	3192400	Я думаю, она так сильно творческая, как построить архитектуру мультиагентов,
3192400	3194400	с учетом всех прочих еще и разломов.
3194400	3196400	Разломы добавили вместо этого.
3196400	3198400	Поэтому с газом отдельными не возились.
3198400	3200400	Так, десятый вопрос.
3200400	3204400	Источник дополнительной воды или только подтоварная вода?
3204400	3208400	Так, у нас дополнительной воды здесь нету.
3208400	3211400	То есть вся вода, которую мы добыли, мы эту воду и закачиваем.
3211400	3213400	То есть в таком простом расчете.
3213400	3220400	То есть единый норматив, да, единый норматив закачки идет.
3220400	3222400	Ну, здесь уже не выберешь воду.
3222400	3225400	Сточную, пресную, такого здесь нету.
3225400	3229400	На самом деле, если будет решена сдача на том уровне, как сейчас она поставлена,
3229400	3234400	то, так скажем, усложнить ее, ну, несложно будет, да,
3234400	3238400	уже добавить какие-то новые водные, что у нас вода состоит из двух факторов.
3238400	3244400	Есть источная, есть товарная, есть там пресная для разных скважин, разных горизонтов, разная вода.
3244400	3248400	Но это уже будет чуть-чуть просто выше физико-ограничений больше.
3248400	3253400	Ну, вот оптимизационная задача, ну, и понимание просто, оно останется каким было.
3253400	3255400	Про ГРП.
3255400	3257400	Так, ГРП у нас нету.
3257400	3260400	Автогрп на скважинах тоже не моделируется.
3260400	3266400	То есть здесь на добывающем фонде во втором треке ГРП делали,
3266400	3270400	но больше мы не делаем, то есть продуктивность по нему по-любому не падает.
3270400	3274400	То есть как ГРП по истории сделали, все, ГРП больше там не делали.
3274400	3280400	В первом треке там все идеально, просто, и, в принципе, тоже ГРП делать не нужно.
3280400	3282400	Почему про ГРП отдельно говорю?
3282400	3285400	А, ну и вопрос такой задали.
3285400	3288400	Это, во-первых, перемены Капро, да?
3288400	3293400	Сейчас модели, я понимаю, получатся очень сильно синтетические, очень идеальные,
3293400	3295400	но мы и на датасетах таких создаем.
3295400	3299400	Но самое ключевое, что мы получим, что мы получим, это, в принципе,
3299400	3302400	архитектура мультиагентной сети, которая понимает пласт.
3302400	3308400	Вот это самое ядро, ради чего мы, в принципе, и хотим в рамках этих треков создать такие решения.
3308400	3312400	Ну а потом задать оптимизационную задачу для управления фондом.
3312400	3317400	Потому что все прочее, перемены Капро, там скользящим окном, это можно получить, в принципе.
3317400	3322400	Или, например, мы сделали ГРП, но потом в симулятор можно явно, не в симулятор, а в этот.
3322400	3324400	Агент можно сказать, вот такой скважины сделали ГРП,
3324400	3330400	переобучись вот на этом контуре, там, 500 метров, например, на этом радиусе, и все.
3330400	3334400	Это просто усложнение дополнительное будет, которое сейчас только спутать может.
3334400	3344400	Так, двенадцатый вопрос. Да, сейчас перевод добывающий скважины под ППД, возможно, только во втором треке.
3344400	3349400	В первом треке, так, как, в принципе, показывало здесь.
3349400	3353400	Ну, я уже это прошел, наверное, вопрос был до этого написан.
3353400	3356400	Да, в первом треке. Это будет все отдельно написано.
3356400	3359400	Во-первых, оно уже написано в правилах, чем можете управлять.
3359400	3368400	А во-вторых, еще в этом кейсе будет написано, когда техническое задание на кейс будет по тестовому заданию,
3368400	3375400	там будет написана ситуация, которая произошла на этом месторождении, и что нужно сделать, чем нужно управлять.
3375400	3382400	Так, пласт про тиригенный сказал.
3382400	3384400	Но литология вообще не закреплена.
3384400	3390400	Для упрощения постановки я просто сказал, что он больше к тиригенному относится.
3390400	3396400	Так, можно ли использовать циклику? Да, в обоих треках это и нужно делать.
3396400	3401400	Агенты и должны, в принципе, понять локально защемленные зоны и циклик ее вовлечь.
3401400	3405400	Аквифер во втором треке? В первом треке его нет, да.
3405400	3407400	В первом треке его нет, он только во втором треке.
3407400	3414400	Но и то он во втором треке задан не как на постоянное давление, как обычно считается.
3414400	3417400	Нет, у него есть свой мат-баланс, который вырабатывается у него.
3417400	3423400	То есть это сильно, так скажем, питающий пласт, так скажем, да.
3423400	3426400	То есть он не на постоянном давлении стоит и не ограниченный в воде.
3426400	3431400	Нет, у него поровая емкость ограничена, поровое пространство.
3431400	3437400	То есть он питает, наверное, первый там лет 5-6-7, вот так вот лет питает.
3437400	3443400	Я не смотрел, если честно, сколько он питает там активно, но он есть.
3443400	3448400	Он может и принять, может и отдать самые последние нижние слои в этом модели.
3448400	3454400	Вот. Так. В принципе, на этом вопросы все.
3454400	3461400	Так. Если вопросов больше нет, то, в принципе, можно закругляться.
3461400	3473400	Так. Григорий здесь?
3473400	3474400	Да.
3474400	3476400	У тебя там тоже были дополнения, да?
3476400	3477400	Да.
3477400	3479400	Добрый день, участники.
3479400	3484400	В целом я ничего демонстрировать не буду, а так вводную информацию озвучу.
3484400	3486400	Спасибо большое, Данил, за лекцию.
3486400	3488400	Еще раз.
3488400	3495400	В скором времени вам будет вывешена вся необходимая информация для выполнения
3495400	3499400	непосредственно задач нашего хакатона.
3499400	3507400	И также, как уже по старой практике, запись лекций плюс презентационные материалы.
3507400	3514400	Всех поздравляю с началом хакатона и желаю успехов.
3514400	3520400	А, еще забыл.
3520400	3528400	Также сегодня будет вывешен список распределения команд по трекерам,
3528400	3534400	которые будут вам помогать в реализации рабочих задач.
3534400	3540400	Также информация будет вывешена чуть попозже.
3544400	3554400	в 4.30 ориентировочно.
3554400	3557400	Мы должны к этому времени успеть.
3557400	3572400	У нас на этом все, да?
3572400	3575400	Я думаю, да.
3575400	3576400	Угу.
3576400	3581400	Что ж, всем еще доброго дня.
3581400	3582400	Все?
3582400	3583400	Все, спасибо.
3583400	3584400	Хорошего дня.
3584400	3585400	Угу.
3585400	3586400	Угу.
3586400	3587400	Угу.
3587400	3588400	Угу.
3588400	3589400	Угу.
3589400	3590400	Угу.
3590400	3591400	Угу.
3591400	3592400	Угу.
3592400	3593400	Угу.
3593400	3593400	
3593400	3594400	Угу.
3594400	3595400	Угу.
3595400	3595400	
3595400	3596400	Угу.
3596400	3597400	Угу.
3597400	3598400	Угу.
3598400	3599400	Угу.
3599400	3600400	Угу.
3600400	3601400	Угу.
3601400	3601400	
3601400	3601400	
3601400	3601400	
3601400	3601400	
3601400	3601400	
