start	end	text
2765440	2765680	можно
2765680	2766020	обучить
2766020	2766320	одну
2766320	2766700	общую
2766700	2767080	политику
2767080	2767340	сразу
2767340	2767520	для
2767520	2767920	нескольких
2767920	2768980	активов
2768980	2769620	одновременно,
2770820	2771180	и это
2771180	2772520	три раза
2772520	2774700	ускоряет
2774700	2775280	обучение.
2777420	2778140	Но
2778140	2779080	важный момент,
2780000	2780980	я вам не предлагаю
2780980	2781640	взять какую-то
2781640	2782120	конкретную
2782120	2782700	архитектуру,
2783380	2784540	просто
2784540	2785500	показываю,
2785660	2785740	что
2785740	2786340	задача
2786340	2787280	класса управления
2787280	2788200	режимом во времени
2788200	2789240	типична
2789240	2789740	для методов
2789740	2790040	RL,
2790280	2790520	и
2790520	2791240	в литературе
2791240	2791640	уже есть
2791640	2792200	проверенные
2792200	2792760	ориентиры.
2796780	2797500	Здесь
2797500	2797780	мы
2797780	2799200	замыкаем
2799200	2799560	связь
2799560	2800260	с предыдущим
2800260	2800640	разделом
2800640	2800980	лекции,
2801100	2801500	RL и
2801500	2801940	суррогатные
2801940	2802240	модели
2802240	2802880	работают
2802880	2803260	вместе.
2804360	2804680	Дело
2804680	2804900	в том,
2804980	2805300	что RL
2805300	2805920	обычно требует
2805920	2806320	огромного
2806320	2806540	числа
2806540	2807160	взаимодействия
2807160	2807660	со средой,
2808980	2809280	тысяча
2809280	2809580	частых
2809580	2809940	миллионов
2809940	2810520	эпизодов.
2811380	2811820	Тренировать
2811820	2812180	агента
2812180	2812700	прямо на
2812700	2812940	полном
2812940	2813340	физическом
2813340	2813860	симуляторе,
2813940	2814100	который
2814100	2814620	считается
2814620	2815740	часы
2815740	2816020	один
2816020	2816440	прогон
2816440	2817100	просто нереально
2817100	2817600	по времени,
2818720	2819340	поэтому
2819340	2819900	суррогатная
2819900	2820200	модель
2820200	2820960	из раздела
2820960	2822320	4 часто
2822320	2822760	выступает
2822760	2823360	в роли
2823360	2823800	быстрой
2823800	2824160	среды
2824160	2824940	для обучения
2824940	2825580	уже RL
2825580	2826040	агента.
2826600	2826800	Агент
2826800	2827080	учится
2827080	2827660	взаимодействовать
2827660	2828380	не с
2828380	2829260	симулятором,
2829360	2829640	а именно
2829640	2830360	с суррогатом.
2831680	2831920	И на
2831920	2832300	диаграмме
2832300	2832640	внизу
2832640	2832960	та же
2832960	2833200	самая
2833200	2833620	логика
2833620	2835000	взаимодействия
2835000	2835620	с суррогатом,
2835840	2836160	но уже
2836160	2836520	не со
2836520	2836900	средой,
2837080	2837560	а с
2837560	2838200	RL
2838200	2838800	агентом.
2840820	2841460	Но
2841460	2841720	тут
2841720	2842280	важный
2842280	2842680	момент,
2842800	2842960	важно
2842960	2843320	помнить,
2843480	2843660	что
2843660	2845120	суррогат
2845120	2845920	может быть
2845920	2846400	неточен
2846400	2846980	за пределами
2846980	2848060	обучающего диапазона
2848060	2848680	и в целом
2848680	2849420	он является
2849420	2850120	приближенным
2850120	2850700	решением.
2851960	2852700	Поэтому
2852700	2853380	обучение
2853380	2853780	на таком
2853780	2854280	суррогате
2854280	2855740	это
2855740	2857120	некий
2857120	2858220	риск
2858220	2859640	того,
2859820	2859920	что
2859920	2860760	оптимизируется
2860760	2861660	не настоящая физика,
2862000	2862280	а какие-то
2862280	2863040	несуществующие
2863040	2863540	придуманные
2863540	2864020	суррогатом
2864020	2864800	закономерности.
2869680	2870260	Первая
2870260	2870840	пара
2870840	2871780	практических
2871780	2872280	нюансов
2872280	2872640	RL,
2872700	2873040	которым
2873040	2873320	нужно
2873320	2874140	заранее
2874140	2876800	низкая
2876800	2877240	эффективность
2877240	2877700	по данным
2877700	2878280	типичному
2878280	2879100	RL-агенту
2879100	2879360	нужны
2879360	2879760	тысячи
2879760	2880140	или миллионов
2880140	2880620	эпизодов,
2881160	2881980	уже многократно
2881980	2882480	говорилось,
2883000	2883520	чтобы научиться
2883520	2884340	хорошей политике.
2885800	2886080	И это
2886080	2887040	в прямой
2887040	2887260	вследствие
2887260	2887440	того,
2887540	2887580	что
2887580	2887800	агенты
2887800	2888080	учатся
2888080	2888340	методом
2888340	2888520	проб
2888520	2889140	ошибок,
2889380	2889560	а не
2889560	2890180	на
2890180	2891600	готовый
2891600	2894400	разметки.
2895020	2895200	И
2895200	2896140	ревордхакинг
2896140	2896500	в узлом
2896500	2896800	функции
2896800	2897080	наград,
2897140	2897600	когда агент
2897600	2897940	находит
2897940	2898460	формальную
2898460	2898880	лазейку
2898880	2899280	в награде
2899280	2899800	и оптимизирует
2899800	2900420	именно ее,
2900640	2900840	а не то
2900840	2901240	поведение,
2901380	2901780	которое имели
2901780	2902000	в виду
2902000	2902660	разработчики.
2903480	2903700	Итог,
2903880	2904080	у нас
2904080	2904480	формально
2904480	2905020	высокая
2905020	2905660	награда,
2906880	2907460	а по факту
2907460	2907820	не та
2907820	2908100	задача
2908100	2908440	решена.
2909420	2909600	И
2909600	2912780	практический
2912780	2913040	вывод,
2914380	2914580	что
2914580	2915020	дизайн
2915020	2915360	функции
2915360	2915940	наград
2915940	2916580	это
2916580	2917940	едва ли
2917940	2918340	не самая
2918340	2918700	сложная
2918700	2918980	часть
2918980	2920200	RL-проекта,
2920200	2921360	а не
2921360	2921740	какая-то
2921740	2922400	второстепенная
2922400	2924320	задача.
2927740	2928560	Секунду.
2948240	2948960	Продолжим.
2948960	2949960	И
2949960	2951340	еще
2951340	2952460	следующие
2952460	2952900	моменты,
2952980	2953280	следующие
2953280	2953700	нюансы.
2955200	2955840	Можно
2955840	2956360	столкнуться с
2956360	2956940	нестабильностью
2956940	2957400	обучения,
2957540	2958100	когда результат
2958100	2958780	RL часто
2958780	2959200	оказывается
2959200	2959480	сильно
2959480	2960020	чувствительным
2960020	2960520	к выбору
2960520	2961280	гиперпараметров
2961280	2961680	и даже
2961680	2962760	случайному
2962760	2963520	SID,
2963640	2964060	который
2964060	2965380	просто задает
2965380	2966620	генератору
2966620	2967240	случайных чисел
2967240	2967640	начальное
2967640	2968200	значение.
2969740	2969840	И
2969840	2970620	один и тот же
2970620	2971000	алгоритм
2971000	2971440	может зайти
2971440	2972060	по-разному
2972060	2972620	от запуска
2972620	2973200	к запуску.
2973200	2977360	разрыв
2977360	2978240	суррогат
2978240	2978700	симулятора
2978700	2979160	реальность.
2979860	2980420	Политика,
2980540	2980860	обученная
2980860	2981440	на суррогатной
2981440	2981700	модели,
2981800	2982020	может
2982020	2983520	не
2983520	2984900	перенестись
2984900	2985540	на настоящее
2985540	2986100	месторождение,
2986200	2986680	если суррогат
2986680	2987280	ошибается именно
2987280	2987900	в тех режимах,
2988060	2988220	которые
2988220	2988800	RL-агент
2988800	2989280	выбрал как
2989280	2989940	оптимальные.
2991080	2991820	И
2991820	2993020	безопасность
2993020	2993640	и ограничения.
2994640	2995260	Без явных
2995260	2995880	ограничений
2995880	2997360	RL-агент
2997360	2997800	в процессе
2997800	2998240	исследования
2998240	2998500	может
2998500	2998820	предложить
2998820	2999340	физически
2999340	3000180	недопустимое
3000180	3000900	или опасное
3000900	3001320	действие.
3001900	3002020	И
3002020	3002260	нужно
3002260	3002660	накладывать
3002660	3003300	ограничения
3003300	3003620	в саму
3003620	3004100	постановку
3004100	3004500	задачи,
3004560	3004620	а не
3004620	3004920	надеяться,
3005060	3005100	что
3005100	3005400	агент
3005400	3006160	сам
3006160	3006620	все
3006620	3007100	поймет.
3010280	3011080	И
3011080	3011540	переходим
3011540	3011960	к следующему
3011960	3012480	разделу
3012480	3013540	мультиагентные
3013540	3014100	системы.
3015580	3015920	Для
3015920	3016120	вашей
3016120	3016320	задачи
3016320	3016540	нужен
3016540	3016880	самый
3016880	3018340	важный
3018340	3018680	раздел,
3019100	3019280	потому
3019280	3019460	что
3019460	3020140	здесь
3020140	3020660	разберем
3020660	3022980	архитектурную
3022980	3023420	ошибку.
3025880	3032340	мультиагентная
3032340	3032740	система
3032740	3033440	это
3033440	3033800	несколько
3033800	3034400	автономных
3034400	3034780	агентов,
3034880	3035260	действующих
3035260	3035580	в общей
3035580	3035960	среде.
3036740	3037260	У каждого
3037260	3037900	свои собственные
3037900	3038560	наблюдения
3038560	3038820	и свои
3038820	3039180	собственные
3039180	3039560	действия,
3040140	3040580	но при этом
3040580	3041020	следующее
3041020	3041480	состояние
3041480	3041840	среды
3041840	3042340	и награда
3042340	3042760	каждого
3042760	3043300	отдельного
3043300	3043680	агента
3043680	3044100	зависит
3044100	3044320	от
3044320	3044840	совместного
3044840	3045200	действия
3045200	3045440	сразу
3045440	3045760	всех
3045760	3046220	агентов.
3047100	3047460	Формальная
3047460	3047940	математическая
3047940	3048380	рамка для
3048380	3048640	этого
3048640	3049260	называется
3049260	3049940	тахотическая
3049940	3050300	игра
3050300	3051160	Markov
3051160	3051380	Game.
3052720	3052960	Это
3052960	3053680	прямое
3053680	3054220	в общении
3054220	3054620	уже
3054620	3055200	известном
3055200	3055700	MDP,
3055880	3056580	на
3056580	3056980	случай
3056980	3057280	сразу
3057280	3057820	нескольких
3057820	3058460	игроков.
3059400	3059680	И вот
3059680	3060120	ключевое
3060120	3060420	отличие
3060420	3060840	от
3060840	3061820	одноагентного
3061820	3062160	RL,
3062240	3062660	которое мы
3062660	3063040	разбирали
3063040	3063520	в предыдущем
3063520	3064340	разделе.
3064460	3064780	Агенту
3064780	3065240	здесь нужно
3065240	3065680	учитывать
3065680	3066080	не только
3066080	3066520	динамику
3066520	3066820	самой
3066820	3067220	среды,
3067760	3068100	но еще
3068100	3068680	и поведение
3068680	3069120	других
3069120	3069680	агентов.
3070220	3070420	А это
3070420	3070880	поведение
3070880	3071580	может быть
3071580	3072600	кооперативным,
3072720	3073300	конкурентным
3073300	3073840	или вообще
3073840	3074260	заранее
3074260	3074920	неизвестным.
3080120	3080840	Разберем
3080840	3081300	сначала
3081300	3082220	спектр
3082220	3082660	возможных
3082660	3083240	архитектур
3083240	3083940	координации
3083940	3084280	между
3084280	3084900	агентами.
3085880	3086760	плюс
3086760	3087180	к базовой
3087180	3087700	архитектуре
3087700	3088280	добавляется
3088280	3090000	еще одна
3090000	3090260	ось,
3090400	3091020	кооперативная
3091020	3092080	постановка,
3092220	3092600	когда у всех
3092600	3092960	агентов
3092960	3093680	общая цель
3093680	3096480	конкурентная,
3096640	3097520	антагонистичная
3097520	3098600	или смешанная.
3098600	3101080	паргонаталья
3101080	3102920	три основных
3102920	3104640	парадигмы.
3106240	3106880	Централизованная
3106880	3108580	подход,
3108740	3109260	когда один
3109260	3109720	контроллер
3109720	3110060	видит
3110060	3110580	абсолютно
3110580	3110860	все
3110860	3111200	и сам
3111200	3111600	выбирает
3111600	3112040	совместные
3112040	3112380	действия
3112380	3112760	для всех
3112760	3113100	агентов
3113100	3113420	сразу.
3113980	3114180	Это
3114180	3114620	оптимально
3114620	3114860	с точки
3114860	3115140	зрения
3115140	3115560	теории,
3115980	3116380	не теряется
3116380	3116640	никакой
3116640	3117080	информации,
3117160	3117560	но требует
3117560	3117900	полной
3117900	3118340	связности
3118340	3118660	между
3118660	3119740	всеми
3119740	3120200	частями
3120200	3120880	системы
3120880	3121300	и очень
3121300	3121580	плохо
3121580	3122240	масштабируется
3122240	3122720	на большое
3122720	3123060	число
3123060	3123540	агентов,
3123540	3124280	пространство
3124280	3124540	местных
3124540	3124840	действий
3124840	3125220	растет
3125220	3126020	экспоненциально.
3127440	3128200	Дезентрализованный
3128200	3128540	подход,
3128700	3129140	когда агент
3129140	3129600	учится
3129600	3130960	и действует
3130960	3131400	опираясь
3131400	3131820	только на
3131820	3132080	свои
3132080	3133620	собственные
3133620	3134220	наблюдения,
3134800	3135140	это
3135140	3135960	дешево
3135960	3136320	и хорошо
3136320	3137180	масштабируется,
3138820	3139520	но агент
3139520	3139980	буквально
3139980	3140340	слеп,
3140400	3140760	потому что
3140760	3141060	делают
3141060	3141480	остальные.
3143580	3143840	И
3143840	3144820	это
3144820	3147120	прямой
3147120	3147300	путь
3147300	3147900	к проблемам.
3149240	3149840	Третий
3149840	3150400	промежуточный
3150400	3150760	вариант
3150760	3152700	CTD,
3152700	3153780	централизованное
3153780	3154220	обучение
3154220	3154500	и
3154500	3155500	централизованное
3155500	3156100	исполнение.
3156400	3156640	Сегодня
3156640	3158940	доминирующая
3158940	3159520	парадигма
3159520	3160860	мультиагентного
3160860	3161500	обучения
3161500	3162500	под креплением
3162500	3163440	и ее
3163440	3163780	логику
3163780	3164160	разберем
3164160	3164660	отдельно.
3168880	3169880	Теперь
3169880	3170960	такой
3170960	3171700	почему
3171700	3172300	интуитивно
3172300	3172900	привлекательная
3172900	3173380	идея
3173380	3174120	изначально
3174120	3174680	один агент
3174680	3175020	на каждую
3175020	3175420	скважину
3175420	3176140	на практике
3176140	3176900	почти гарантированно
3176900	3177800	упирается в стену.
3179500	3180280	Здесь
3180280	3180600	я сразу
3180600	3181000	оговорюсь,
3181200	3181600	прямая
3181600	3182280	формальная
3182280	3183120	связка
3183120	3183500	физики
3183500	3183840	полста
3183840	3185820	с терминологией
3185820	3186420	мультиагентного
3186420	3186780	обучения,
3186880	3187200	которую я сейчас
3187200	3187440	вложу.
3187500	3187680	Это мое
3187680	3188000	собственное
3188000	3188440	рассуждение
3188440	3188820	и синтез.
3189540	3189960	Непрямая
3189960	3190320	цитата.
3191400	3192080	Первая
3192080	3192540	причина
3192540	3194160	это
3194160	3195540	нестационарность.
3195900	3196100	С точки
3196100	3196420	зрения
3196420	3196740	одного
3196740	3197080	агента
3197080	3197520	среда
3197520	3198000	выглядит
3198000	3198780	нестационарной,
3198840	3199100	поскольку
3199100	3199660	все остальные
3199660	3200000	агенты
3200000	3200600	одновременно
3200600	3201400	меняют свою
3201400	3201920	стратегию
3201920	3202640	и цель
3202640	3203060	обучения
3203060	3203500	плывет.
3204360	3204720	Плюс
3204720	3205060	у нас есть
3205060	3205440	физическая
3205440	3205920	связность.
3206060	3206180	Это
3206180	3206540	скважины
3206540	3206860	в общем
3206860	3207240	власти
3207240	3207700	физически
3207700	3208200	связаны.
3208200	3209760	заказчик
3209760	3210120	добычи
3210120	3210380	одной
3210380	3210740	меняет
3210740	3211020	давление
3211020	3211580	у соседних,
3211800	3212160	локальное
3212160	3212720	партимальное
3212720	3213020	действие
3213020	3213200	одной
3213200	3213520	скважины
3213520	3213760	может
3213760	3214140	упустить
3214140	3214420	результат
3214420	3214800	другой.
3219160	3219960	Существуют
3219960	3220760	примеры,
3220920	3221380	где автор
3221380	3221740	явно
3221740	3222160	замечает,
3222260	3222340	что
3222340	3223220	одноагентный
3223220	3223480	RL
3223480	3224260	не справляется
3224260	3225340	с одновременной
3225340	3225880	оптимизацией
3225880	3226320	нескольких
3226320	3226840	скважин
3226840	3227340	именно потому,
3227480	3227920	что действие
3227920	3228420	одной
3228420	3228860	влияет
3228860	3229680	на результаты
3229680	3230040	других.
3231980	3232800	Важный
3232800	3233080	момент.
3234400	3235080	Агент
3235080	3235540	на каждую
3235540	3236020	скважину
3236020	3237220	не факт,
3237280	3237360	что
3237360	3237920	сработает.
3238200	3244440	Дальше.
3244680	3245080	Проблема
3245080	3245620	распределенного
3245620	3246040	вклада.
3246120	3246380	Это когда
3246380	3246820	общий
3246820	3247340	результат
3247340	3248500	вследствие
3248500	3249080	совместных
3249080	3249360	действий
3249360	3249660	многих
3249660	3250060	агентов
3250060	3250580	непонятно
3250580	3250920	какое
3250920	3251460	действие
3251460	3251800	какого
3251800	3252160	агента
3252160	3252380	у нас
3252380	3252680	будет
3252680	3253800	приводить
3253800	3254380	к хорошему
3254380	3255100	или плохому
3255100	3255980	исходу.
3256760	3257480	Проблема
3257480	3258020	ленивого
3258020	3258440	агента
3258440	3259180	или
3259180	3260400	при слабо
3260400	3261140	информативной
3261140	3261840	общей награде
3261840	3262100	агент
3262100	3262380	часто
3262380	3262880	может
3262880	3263620	спрятаться
3263620	3264540	за спиной
3264540	3264960	остальных
3264960	3265740	и не
3265740	3266060	внося
3266060	3266360	вообще
3266360	3266740	общего
3266740	3267200	вклада.
3267200	3268080	И
3268080	3268800	комбинаторный
3268800	3269060	взрыв.
3270540	3271360	У полностью
3271360	3273080	децентрализованной
3273080	3275280	системы
3275280	3276300	экспоненциально
3276300	3277000	растет
3277000	3277780	количество
3277780	3278300	связей
3278300	3279520	и
3279520	3283220	один
3283220	3283560	какой-то
3283560	3283820	большой
3283820	3284120	агент
3284120	3284400	на все
3284400	3284800	скважины
3284800	3285120	тоже
3285120	3285580	не очень
3285580	3286220	масштабируется.
3286220	3290240	полная
3290240	3291160	и полная
3291160	3291520	независимость
3291520	3291960	агентов
3291960	3292540	и полная
3292540	3293260	централизация
3293260	3293880	упираются
3293880	3294200	в свои
3294200	3294760	пределы
3294760	3295580	и нужен
3295580	3295920	некий
3295920	3296600	промежуточный
3296600	3296980	вариант
3296980	3297780	их
3297780	3298680	координации
3298680	3299120	между
3299120	3299480	собой.
3301360	3301780	И как раз
3301780	3303560	CTD
3303560	3304200	является
3304200	3304580	таким
3304580	3305220	вариантом.
3305220	3310580	с одной
3310580	3310880	стороны
3310880	3311200	у нас
3311200	3311480	есть
3311480	3313100	подход
3313100	3314040	в виде
3314040	3314520	когда
3314520	3315060	раскладывают
3315060	3315740	общую ценность
3315740	3316160	команды
3316160	3316480	на вклад
3316480	3316960	отдельных
3316960	3317360	агентов
3317360	3318380	что напрямую
3318380	3319140	решает
3319140	3321100	задачу
3321100	3322500	или
3322500	3323340	некий
3323340	3323660	общий
3323660	3324060	критик
3324060	3324480	который
3324480	3325260	обучающийся
3325260	3325780	на совместных
3325780	3326120	действиях
3326120	3326760	всех агентов
3326760	3327420	при этом
3327420	3328140	каждый агент
3328140	3328580	действует
3328580	3329540	по своей
3329540	3330060	локальной
3330060	3330580	политике.
3331480	3331840	И получается
3331840	3332240	что у нас
3332240	3332880	обучение
3332880	3333820	централизовано
3333820	3334640	доступ к общей
3334640	3335120	информации
3335120	3335700	состояние
3335700	3335980	действий
3335980	3336660	всех агентов
3336660	3337220	у нас есть
3337220	3338260	а при этом
3338260	3338960	исполнение
3338960	3340480	децентрализуется
3340480	3341300	и каждый агент
3341300	3341660	действует
3341660	3342340	только по
3342340	3342700	своим
3342700	3343660	локальным
3343660	3346580	наблюдениям.
3349160	3349800	Помимо
3349800	3351360	таких вот
3351360	3351780	подходов
3351780	3352200	есть другие
3352200	3352660	механизмы
3352660	3353400	координации
3353400	3354200	которые
3354200	3354780	стоит знать
3354780	3359880	есть
3359880	3361060	Team Reward
3361060	3361640	командная
3361640	3362080	награда
3362080	3363100	снимает
3363100	3363820	только часть
3363820	3364320	проблемы
3364320	3365160	но
3365160	3365620	создает
3365620	3366260	свою
3366260	3366780	это
3366780	3367280	ленивый
3367280	3367620	агент
3367620	3368740	а
3368740	3369300	индивидуальные
3369300	3369680	награды
3369680	3370160	рискуют
3370160	3371160	тем самым
3371160	3371840	эффектом
3371840	3372080	каждый
3372080	3372640	сам за себя.
3375440	3376260	Обучаем
3376260	3376900	коммуникации
3376900	3377520	между агентами
3377520	3377920	агенты
3377920	3378560	обменивают
3378560	3379720	сообщения
3379720	3380520	через общую
3380520	3380780	сеть
3380780	3381720	обучаются
3381720	3382280	end-to-end
3382280	3383260	а не
3383260	3384440	жестко
3384440	3384860	задаванным
3384860	3385500	протоколом
3385500	3386840	и некие
3386840	3387340	может быть даже
3387340	3388120	иерархические
3388120	3388600	структуры
3388600	3389620	координатор
3389620	3390020	менеджер
3390020	3390660	верхнего уровня
3390660	3390960	плюс
3390960	3391520	некие
3391520	3392180	локальные
3392180	3393020	агенты
3393020	3393700	исполнители
3393700	3394380	альтернативы
3394380	3395260	плоской схеме
3395260	3395900	когда просто
3395900	3396380	у нас есть
3396380	3397060	один
3397060	3397600	центральный
3397600	3398080	или
3398080	3398880	полностью
3398880	3399760	независимые
3399760	3400320	агенты.
3406280	3407120	Итоговый
3407120	3407500	слайд
3407500	3410520	главные
3410520	3411100	практические
3411100	3411500	правила
3411500	3412260	не берите
3412260	3412720	независимых
3412720	3413020	агентов
3413020	3413700	без механизма
3413700	3414300	координации
3414300	3414980	по умолчанию
3414980	3416580	один
3416580	3416920	агент
3416920	3417360	откажен
3417360	3417840	без общей
3417840	3418200	информации
3418200	3419000	почти гарантированно
3419000	3419520	отнесся на
3419520	3419740	мест
3419740	3420260	ценность
3420260	3420560	или
3420560	3421780	кредит
3421780	3422100	асин
3422100	3424180	варианты
3424180	3424700	которые стоит
3424700	3425160	рассмотреть
3425160	3425740	это общий
3425740	3426180	командный
3426180	3426480	сигнал
3426480	3427020	награды
3427020	3427680	value
3427680	3428300	decomposion
3428300	3428920	коммуникации
3428920	3429660	между агентами
3429660	3430340	иерархическая
3430340	3430880	структура
3430880	3431760	но
3431760	3432500	конкретный выбор
3432500	3432920	архитектуры
3432920	3433500	зависит от вашей
3433500	3433840	задачи
3433840	3434520	и остается за вами
3434520	3435760	здесь только
3435760	3437060	карта
3437060	3437880	вариантов
3437880	3438480	а не
3438480	3440840	готовый
3440840	3441740	рецепт
3441740	3444920	итого
3444920	3446040	что мы
3446040	3446740	разобрали
3446740	3450380	в введении
3450380	3451640	разобрали
3451640	3452200	диплёринг
3452200	3452580	как
3452580	3455060	черный ящик
3455060	3455860	формализацию
3455860	3456640	претендный спуск
3456640	3457360	нелинейность
3457360	3458660	как разбивать выборки
3458660	3459860	перешли
3459860	3460260	к
3460260	3461980	рекуррентным сетям
3461980	3462700	и вниманием
3462700	3464200	современным
3464200	3464860	архитектурам
3464860	3465360	и
3465360	3466140	как вообще
3466140	3467280	работать
3467280	3467620	как
3467620	3469680	нервные сети
3469680	3470220	работают
3470220	3471260	с последовательностями
3471260	3473400	немножко поговорили
3473400	3474740	про интерпретируемость
3474740	3477720	attention map
3477720	3478520	attention layout
3478520	3481420	какие есть пределы
3481420	3482660	суррогатные модели
3482660	3484480	быстрая такая
3484480	3485200	аппроксимация
3485200	3486560	дорогого симулятора
3486560	3488600	поговорили про
3488600	3489880	экстраполяции
3489880	3492480	разобрали
3492480	3492820	RL
3492820	3493440	управление
3493440	3495360	как последовательное
3495360	3496320	принятие решения
3496320	3497040	и немножко
3497040	3498120	про
3498120	3499140	мультиагентные системы
3499140	3500220	почему агент на скважину
3500220	3500960	не масштабируется
3500960	3502200	без координации
3502200	3505000	далее у меня
3505000	3509920	есть еще
3509920	3511460	список литературы
3511460	3513400	презентацию
3513400	3513740	вам
3513740	3514940	думаю
3514940	3516500	перешлют
3516500	3518600	и
3518600	3519640	можно будет
3519640	3520360	с этим
3520360	3521420	работать
3521420	3521420	
3521420	3522100	работать
3522100	3527360	спасибо за внимание
3527360	3527820	я готов
3527820	3529120	ответить на вопросы
3529120	3529620	вы будете
3529620	3530260	писать их в чат
3530260	3532760	если какие-то есть
3532760	3534000	вопросы
3534000	3533920	вы
3562760	3564400	если
3564400	3567520	вопросов нет
3567520	3571140	то
3571140	3573280	еще раз спасибо за внимание
3573280	3574520	всем удачи
3574520	3578580	всем удачи
3578580	3579220	м
